"","value","year","filename"
"1429","",1950,"sim_newsweek-us_1950-02-06_35_6.txt"
"1430","This law was originally intended to prevent abuses through ""incorporated pocketbooks."" That purpose is already accomplished through the personal holding company tax. Section 102 should either be repealed or it should be amended.",1950,"sim_newsweek-us_1950-02-06_35_6.txt"
"1431","",1950,"sim_newsweek-us_1950-02-06_35_6.txt"
"1432","One part of an amendment should be to make it clear that it does not apply to companies employing a given amount of labor or realizing a given turnover of goods in relation to the amount of capital invested. Further, the burden of proof should be placed upon the Commissioner of Internal Revenue to show both the unreasonableness of the accumulated surplus and the existence of a real taxavoidance purpose. In addition, it should be provided by law that longterm capital gains should be excluded from Section 102 net income. And corporate reserves set up out of profits already taxed, which reflect higher costs of replacing plant and equipment, should be excluded from Section 102 net income.",1950,"sim_newsweek-us_1950-02-06_35_6.txt"
"1433","",1950,"sim_newsweek-us_1950-02-06_35_6.txt"
"1434","Finally, there is a problem that has grown as the government has, more and more, placed its heavy hand on business enterprise. That is the problem of unreviewable administrative decisions. The Supreme Court has refused to review cases brought under this law. As a result, the only law available to taxpayers and advisors has been the law as interpreted by the Treasury. The result is that business has been the helpless victim of administrative caprice.",1950,"sim_newsweek-us_1950-02-06_35_6.txt"
"1435","",1950,"sim_newsweek-us_1950-02-06_35_6.txt"
"1436","",1950,"sim_newsweek-us_1950-02-06_35_6.txt"
"1437","Here's the extracted text from the provided PDF, attempting to preserve the original twocolumn structure as much as possible. I cannot create a .txt file directly as I'm a language model, but you can easily copy and paste this output into a text file yourself and save it with a `.txt` extension.",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1438","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1439","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1440","**Perspective**",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1441","*U. S. Patent Office*",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1442","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1443","**Political Contests in California**",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1444","*by RAYMOND MOLEY*",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1445","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1446","DALLAS—This is written in Texas after a brief survey of political affairs in California. There will be major contests there this year for the governorship and one Senatorial seat, and labor will seek to oust some of the Republican congressmen who do not regard the TaftHartley Act as a slave law.",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1447","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1448","Since it would be difficult to convince California people that James Roosevelt has more knowledge of the complex problems of the governorship of California and more administrative ability than has Earl Warren, the son of the late President has conceived a few truly inspired reasons for his preference. The first is expressed in words which may become his campaign slogan: ""I care."" This is supposed to mean that, in the true Roosevelt tradition, James will offer to the weary and restless a more profound understanding and sympathy than has Warren. It will be difficult to prove, since Warren himself is a bit of a brooder on the vicissitudes of the underprivileged.",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1449","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1450","ANOTHER Roosevelt plea is that in the coming welfare era he will be a better representative of the state in Washington. As he says, he knows his way around down there. It might be suggested that this would more properly fit him for the senatorship. But such a suggestion overlooks the vision of those who are planning our future. In that happy time governors will have little to do in the states in which they are elected, since the Federal bureaucracy will take over all state functions. A governor will be a suppliant or lobbyist in Washington for his once sovereign state.",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1451","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1452","Beyond that, James relies upon his name and his personality. Warren will be a candidate in both primaries in June. He will get most of the Republican votes and, if he bestirs himself, he can threaten to eliminate James in the Democratic primary. For James is not a favorite among many thousands of traditional Democrats. Warren, however, has not yet been actively campaigning. He has no organization, no manager, no committee, and no money. But he is no novice, and these deficiencies will presumably be remedied in the weeks to come.",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1453","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1454","The fight for the senatorship offers a number of interesting features. Senator Downey has decided to quit, after twelve years. It is said that he is not well. He is also tired and discouraged. The novel economic ideas which won his first election have not prospered. He has tried to be a friend of labor, but the unions were nevertheless sharpening their hatchets for him this year. He has made little impression in his service in the Senate. So he is out of the race.",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1455","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1456","Even before Downey's withdrawal, Helen Gahagan Douglas, devoted Fair Deal adherent, entered the contest for the senatorship, backed by numerous labor interests. Then, after Downey stepped down and quite unexpectedly, a new Democratic candidate appeared—E. Manchester Boddy, publisher of The Los Angeles News. Boddy will bring to bear against the glamorous Gahagan a number of flashy qualifications. He claims to be a Democrat of the old school, although his editorial policy has never been far from the RooseveltTruman party line. He is against the candidacy of son James, and since there will be no real contest in the Republican primary, he will get a great many Republican votes the purpose of which will be to kill off a more radical choice. There will also be a candidate from Northern California, State Senator Earl Desmond.",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1457","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1458","CONGRESSMAN Richard Nixon, a young, aggressive, and attractive conservative, will get the Republican nomination almost unopposed. Nixon as a member of the UnAmerican Activities Committee really broke the Hiss case and prepared the way for the prosecution. Warren and Nixon will constitute a strong ticket.",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1459","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1460","The result will probably depend upon the effect of mounting unemployment in California. Either Warren or Truman will be blamed, but the real responsibility rests upon the masses who have moved to Southern California recently in the vain expectation that there were jobs for everyone and sunshine and pensions, too.",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1461","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1462","*Newsweek, April 17, 1950*",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1463","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1464","",1950,"sim_newsweek-us_1950-04-17_35_16.txt"
"1465","Here's the extracted text and headline from the provided PDF, formatted to avoid overlapping columns:",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1466","",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1467","",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1468","**Headline:** The Illness of the Health Service",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1469","",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1470","",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1471","**Text:**",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1472","",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1473","THE inevitable mess into which the",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1474","British government medical service",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1475","is descending is now a matter of offi",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1476","cial record. Great expectations have",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1477","ended in what a British newspaper",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1478","called Bleak House. And all that Sir",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1479","Stafford Cripps could say in his budg",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1480","et speech was that the dreadful",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1481","thing must stop. How he expects that",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1482","it can be stopped he does not explain.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1483","Perhaps that hopeless job",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1484","will be left with Minister of",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1485","Health Aneurin Bevan, once",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1486","designated by Churchill as",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1487","the Minister of Disease. But",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1488","like the sorcerer's appren",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1489","tice, ""Nye"" has started",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1490","something without knowing",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1491","how to stop it. If the pur",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1492","pose of Attlee, Morrison,",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1493","and Cripps is to bury an un",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1494","pleasant colleague, they are",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1495","doing it at a colossal cost to the nation.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1496","To recapitulate some figures that",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1497","were carefully guarded until after the",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1498","election, the Health Service, for which",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1499","Cripps asked £261,000,000, last year",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1500","actually cost £416,000,000. Sir Staf",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1501","ford admits £382,000,000, but some",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1502","additional millions are hidden in other",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1503","budgetary items. In any event, the",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1504","system is costing twice as much as was",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1505","estimated when it began two years",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1506","ago, and there is every reason to be",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1507","lieve it will continue to rise, despite",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1508","what Sir Stafford says.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1509","This situation was predicted in a",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1510","most dispassionate review of the first",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1511","year of the Health Service, published",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1512","in ""The Practitioner"" last year. The",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1513","cost, the review pointed out, would",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1514","be the ultimate test of this experiment.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1515","Now it is clear that its cost is wholly",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1516","out of line with any possible schedule",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1517","of taxes, even with the United States",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1518","providing the margin for a sizable",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1519","general budget surplus.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1520","",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1521","IN a long conversation with Aneurin",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1522","Bevan on the subject, I learned",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1523","that he counted heavily on the govern",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1524","ment's own of the hospitals to",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1525","control the doctors, despite the appar",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1526","ent liberty they enjoy under the plan.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1527","But it may",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1528","be that the manage",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1529","ment of tho",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1530","cals will be the most",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1531","difficult",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1532","costs. In",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1533","of the",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1534","to a reduction in",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1535","d penetrating survey",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1536","Medical profession by",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1537","Dr. Jose",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1538","it is pointed out",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1539","that the hospitals are already being",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1540","called upon to perform services that",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1541","should be done in other ways. It is",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1542","notorious that under the lax adminis",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1543","tration of the service, hospitals are",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1544","crowded with chronic cases, many if",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1545","not most of which should be in private",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1546","homes. This limits access to cases",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1547","which would provide more and ade",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1548","quate training for young doctors.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1549","Dr. Collings makes a cogent point in",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1550","noting that while the new",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1551","health service was to im",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1552","prove the standard of medi",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1553","cal practice by bringing",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1554","doctors together in coopera",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1555","tive groups, the exact re",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1556","verse has been the case.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1557","With respect to the medical",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1558","profession, the service has",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1559","concerned itself not with im",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1560","proving the competence",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1561","and esprit of doctors, but",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1562","with other, less important matters.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1563","The service, therefore, has failed in",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1564","one of its most important tasks. A pro",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1565","fession which needed improvement",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1566","has actually suffered a retrogression.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1567","",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1568","INSTEAD of imposing upon doctors",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1569","great selfimprovement, it has over",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1570","loaded them with routine. To satisfy",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1571","the demands of patients, it has practi",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1572","cally forced doctors to hand out un",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1573","warranted prescriptions for which the",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1574","government pays. In short, if I may",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1575","draw a conclusion which Dr. Collings",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1576","only implies, government medicine",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1577","tends to reduce a once highly respon",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1578","sible profession to the status of a group",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1579","of bureaucratic routineers.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1580","It is, of course, too early to deter",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1581","mine whether the health of the British",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1582","people has improved. But in his politi",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1583","cal speeches the Minister of Health",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1584","made great boasts about the healthy",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1585","babies of England. At one point his",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1586","sense of humor stopped him on the",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1587","verge of including a higher birth rate",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1588","among the blessings of socialism. He",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1589","failed also to note that the mothers of",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1590","these healthy babies were born and",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1591","raised under the ""benighted oppres",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1592","sion"" of Conservative governments.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1593","Under a Conservative government",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1594","which may well take over from this",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1595","discredited regime, it may not be pos",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1596","sible to return to private medicine.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1597","But it is not too much to hope that",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1598","some measure of efficiency will be",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1599","introduced before Britain loses every",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1600","thingincluding its health.",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1601","",1950,"sim_newsweek-us_1950-05-01_35_18.txt"
"1602","Here's the extracted text and headline from the provided PDF image. Due to the image quality and column layout, some minor errors might be present. I've done my best to accurately represent the original text.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1603","",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1604","**Headline:** Republican Advance and the ADA",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1605","",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1606","**Text:**",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1607","",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1608","THE belief prevails in the minds of",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1609","several sharp political observers in",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1610","Washington that the socalled Repub",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1611","lican Advance is a part of a general",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1612","plan inspired by the leftwing Ameri",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1613","cans for Democratic Action to infiltrate",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1614","both major parties with promoters of",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1615","more and more government and less",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1616","and less personal liberty.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1617","",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1618","Coincidences favoring this theory",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1619","were pointed out as early",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1620","as last April by Frank C.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1621","Hanighen in his shrewd",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1622","weekly newsletter, titled",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1623","Not Merely Gossip. He",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1624","noted that at the very mo",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1625","ment when the ADA was",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1626","meeting in Washington early",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1627","in April, several members of",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1628","and sympathizers with that",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1629","group broke out with a rash",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1630","of articles telling the Re",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1631","publican Party what it must do to be",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1632","saved. Arthur Schlesinger Jr., Marquis",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1633","Childs, and Herbert Agar were men",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1634","tioned. Later, there appeared Eleanor",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1635","Roosevelt's piece, ""If I Were a Repub",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1636","lican Today,"" probably written in April.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1637","The ADA meanwhile adopted a",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1638","platform affirming its ""political inde",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1639","pendence"" and promising to work for",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1640","candidates of ""whatever party,"" so",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1641","long as they agreed with the ADA.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1642","Meanwhile, Robert S. Allen, another",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1643","good reporter, spotted and published",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1644","an account of a private gettogether",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1645","of ""liberal"" Republicans in Washington,",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1646","of which Russell Davenport was the",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1647","""chief mover."" Allen reported that",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1648","Davenport was intent upon a Repub",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1649","lican ADA. Senator Morse sounded off",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1650","on his favorite theme of ""maverickism,""",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1651","which is political anarchyeveryone",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1652","for himself rather than the party.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1653","",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1654","A LL this offers some relieving humor",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1655","for dark days. Here are people",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1656","who have devoted most of their lives",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1657","to discrediting the Republican Party",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1658","and to perpetuating the Federal ma",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1659","chine rule of the Roosevelt and",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1660","Truman Administrations. Can they",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1661","really want the Republican Party to",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1662","succeed? Yes, on their own terms. But",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1663","since the Republican Party is still the",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1664","refuge of sincere conservatives, it is",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1665","clear that it never can win on those",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1666","terms. Hence, the conclusion is ines",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1667","capable that the end of this strategy",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1668","would be Republican frustration. Then",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1669","the nation would be dominated by a",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1670","Democratic Federal Administration.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1671","After some preliminaries in Rhode",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1672","Island and other states, the Davenport",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1673","efforts brought together in Philadel",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1674","phia a group of ""Republicans"" from",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1675","ten states. The name selected for the",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1676","group was the ""Republican Advance,""",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1677","and on July 1 a long and windy docu",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1678","ment appeared.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1679","",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1680","Almost every real issue is buried in",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1681","generalities. But specifically,",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1682","civil rights were stressed.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1683","The terms used on this issue",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1684","could serve for an ADA or",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1685","Truman declaration. The",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1686","Republican Advance edito",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1687","rially is against the Truman",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1688","Ewing plan for government",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1689","medicine. But it carefully",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1690","sidesteps the Taft alterna",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1691","tive for Federal aid to states",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1692","for medical aid. It therefore",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1693","endorses the FlandersIves bill, under",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1694","which the Federal government would",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1695","subsidize and probably finally absorb",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1696","voluntary plans as the Blue Cross and",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1697","Blue Shield. This is merely seeking a",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1698","back door for government invasion of",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1699","private and cooperative medicine.",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1700","",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1701","D AVENPORT'S willingness to serve as",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1702","a Republican Moses is a wry",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1703","piece of humor. When he was asso",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1704","ciated with the late Wendell Willkie,",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1705","the inference could be drawn that he,",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1706","like Willkie himself, was acting as the",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1707","official opposition to the Republican",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1708","Party. In 1944 he was the moving",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1709","spirit of ""Republicans for Roosevelt.""",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1710","The present movement would hardly",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1711","be notable, except for the strange ed",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
"1712","itorial sympathy of a few newspapers",1950,"sim_newsweek-us_1950-07-31_36_5.txt"
