"","word1","word2","n"
"1698","condition","coming",1
"1699","condition","denver",1
"1700","condition","enjoying",1
"1701","conditions","extreme",1
"1702","conduct","research",1
"1703","conducting","foreign",1
"1704","conducting","investi",1
"1705","conducting","soilconservation",1
"1706","conference","board",1
"1707","conference","richard",1
"1708","conferences","devoted",1
"1709","conferences","held",1
"1710","confidential","assistant",1
"1711","confidently","assume",1
"1712","conflicting","farm",1
"1713","conflicting","rights",1
"1714","confronted","kennedy",1
"1715","confused","mission",1
"1716","confusing","versions",1
"1717","confusion","politi",1
"1718","conglomerate","local",1
"1719","congress","changed",1
"1720","congress","failed",1
"1721","congress","including",1
"1722","congress","progressively",1
"1723","congress","rebelled",1
"1724","congress","respected",1
"1725","congress","responded",1
"1726","congress","sets",1
"1727","congress","share",1
"1728","congress","stems",1
"1729","congress","wilson",1
"1730","congress","winning",1
"1731","congress's","congress",1
"1732","congresses","items",1
"1733","congresses","opposed",1
"1734","congresses","removal",1
"1735","congressional","appropriations",1
"1736","congressional","authorization",1
"1737","congressional","campaign",1
"1738","congressional","committees",1
"1739","congressional","duties",1
"1740","congressional","elections",1
"1741","congressional","investigations",1
"1742","congressional","probes",1
"1743","congressional","seats",1
"1744","congressional","sentiment",1
"1745","congressman","john",1
"1746","congressman","patman",1
"1747","congressman","ralph",1
"1748","congressman","richard",1
"1749","congressman","simpson",1
"1750","congressmen","saylor",1
"1751","congressthe","socalled",1
"1752","consecrated","estate",1
"1753","consequent","waste",1
"1754","conservation","soil",1
"1755","conservative","agent",1
"1756","conservative","candidates",1
"1757","conservative","chancellor",1
"1758","conservative","constituency",1
"1759","conservative","fight",1
"1760","conservative","force",1
"1761","conservative","government",1
"1762","conservative","governments",1
"1763","conservative","guess",1
"1764","conservative","haldiman",1
"1765","conservative","line",1
"1766","conservative","machine",1
"1767","conservative","office",1
"1768","conservative","organization",1
"1769","conservative","people",1
"1770","conservative","principles",1
"1771","conservative","renaissance",1
"1772","conservatively","inclined",1
"1773","conservatives","fought",1
"1774","conservatives","waste",1
"1775","considerable","amendment",1
"1776","considerable","government",1
"1777","considerable","majority",1
"1778","considerable","num",1
"1779","considerable","poverty",1
"1780","considerable","proportion",1
"1781","considerable","return",1
"1782","considerable","study",1
"1783","considerable","time",1
"1784","considerably","tight",1
"1785","considered","opinion",1
"1786","considered","plans",1
"1787","considered","policy",1
"1788","considered","top",1
"1789","consistent","efforts",1
"1790","consistent","operation",1
"1791","consistent","refusal",1
"1792","consolidated","edison",1
"1793","conspicu","ous",1
"1794","constant","inflow",1
"1795","constituency","agent",1
"1796","constituency","headquarters",1
"1797","constituency","votes",1
"1798","constituents","editorials",1
"1799","constitutes","basic",1
"1800","constitution","directs",1
"1801","constitution","explicitly",1
"1802","constitution","takes",1
"1803","constitution","tells",1
"1804","constitutional","amendment",1
"1805","constitutional","ar",1
"1806","constitutional","change",1
"1807","constitutional","convention",1
"1808","constitutional","crises",1
"1809","constitutional","custom",1
"1810","constitutional","decision",1
"1811","constitutional","duty",1
"1812","constitutional","process",1
"1813","constitutional","rights",1
"1814","constitutional","role",1
"1815","constitutional","status",1
"1816","constitutional","verities",1
"1817","construction","agency",1
"1818","construction","cost",1
"1819","construction","program",1
"1820","construction","unparalleled",1
"1821","constructive","measures",1
"1822","constructive","program",1
"1823","consult","yellow",1
"1824","consulting","actu",1
"1825","contacting","voters",1
"1826","contemplate","life",1
"1827","contented","house",1
"1828","contest","senator",1
"1829","contested","districts",1
"1830","context","illustrate",1
"1831","continually","changing",1
"1832","continue","spending",1
"1833","continued","investment",1
"1834","continuing","contribution",1
"1835","continuous","exposure",1
"1836","contract","verbal",1
"1837","contributed","greatly",1
"1838","contributing","editor",1
"1839","control","act",1
"1840","control","control",1
"1841","control","dr",1
"1842","controlled","countrytocountry",1
"1843","controlled","mayors",1
"1844","controlled","minorities",1
"1845","controversy","arises",1
"1846","convention","strategy",1
"1847","conversion","ee",1
"1848","conversion","induced",1
"1849","convert","demo",1
"1850","converting","republicans",1
"1851","convince","california",1
"1852","convince","people",1
"1853","convincing","study",1
"1854","cook","county",1
"1855","cool","air",1
"1856","cool","autumn",1
"1857","cooperation","henry",1
"1858","cooperative","association",1
"1859","cooperative","medicine",1
"1860","cooperatives","choose",1
"1861","cope","achieves",1
"1862","cope","chief",1
"1863","cope","committee",1
"1864","cope","line",1
"1865","cope","operating",1
"1866","cope","political",1
"1867","cope","victorious",1
"1868","cope","workers",1
"1869","copper","price",1
"1870","copyreaders","catches",1
"1871","cor","porations",1
"1872","coronary","thrombosis",1
"1873","corpora","tion",1
"1874","corpora","tions",1
"1875","corporate","income",1
"1876","corporate","mind",1
"1877","corporate","rates",1
"1878","corporate","reserves",1
"1879","corporate","tax",1
"1880","corporate","taxes",1
"1881","corporation","ft",1
"1882","corporation","shift",1
"1883","corporation","surpluses",1
"1884","corporation","taxes",1
"1885","corporations","engaged",1
"1886","correct","statement",1
"1887","corroborative","materials",1
"1888","corrupt","politics",1
"1889","corruption","personalities",1
"1890","cost","billion",1
"1891","cost","sir",1
"1892","cost","thereof",1
"1893","costly","irrigation",1
"1894","cotton","add",1
"1895","cotton","production",1
"1896","councils","creel's",1
"1897","councils","standing",1
"1898","counted","heavily",1
"1899","counter","hague",1
"1900","counties","voted",1
"1901","countless","chinese",1
"1902","countless","local",1
"1903","countless","volunteers",1
"1904","countless","votes",1
"1905","countries","raised",1
"1906","country","concern",1
"1907","country's","lack",1
"1908","countrytocountry","treatymaking",1
"1909","county","court",1
"1910","county","drift",1
"1911","county","iil",1
"1912","county","illinois",1
"1913","couraged","minority",1
"1914","court","apparently",1
"1915","court","decision",1
"1916","court","disaster",1
"1917","court","fight",1
"1918","court","freund",1
"1919","courtney","brown",1
"1920","courts","greatly",1
"1921","cover","eld",1
"1922","covering","territory",1
"1923","cowles","publications",1
"1924","cozen","independents",1
"1925","cp","aeial",1
"1926","cq","revised",1
"1927","crackdownonlabor","platform",1
"1928","crafty","kefauver",1
"1929","crash","government",1
"1930","cratic","party",1
"1931","cratic","senators",1
"1932","crats","opposed",1
"1933","crazy","federal",1
"1934","creased","activity",1
"1935","created","remember",1
"1936","creating","pressure",1
"1937","creative","conservative",1
"1938","creative","enlightened",1
"1939","creative","technology",1
"1940","credit","local",1
"1941","creel","believes",1
"1942","creel","judgment",1
"1943","creel","reserves",1
"1944","creel's","articles",1
"1945","creel's","comments",1
"1946","creel's","judgment",1
"1947","creel's","rebel",1
"1948","creel's","story",1
"1949","creeping","socialism",1
"1950","crime","abandoned",1
"1951","crime","situation",1
"1952","criminal","activity",1
"1953","criminal","justice",1
"1954","criminal","rackets",1
"1955","crimination","judge",1
"1956","crisis","requires",1
"1957","criteria","washington",1
"1958","criterion","south",1
"1959","critical","moment",1
"1960","criticisms","apply",1
"1961","cronies","highballs",1
"1962","cross","breeding",1
"1963","crowded","profes",1
"1964","crowley","alien",1
"1965","crowning","legislative",1
"1966","crowning","mischief",1
"1967","crumble","republi",1
"1968","crushing","responsibilities",1
"1969","culprit","destiny",1
"1970","cultural","agencies",1
"1971","cultural","growth",1
"1972","cultural","influences",1
"1973","cultural","regions",1
"1974","curb","land",1
"1975","curealls","advocated",1
"1976","cured","spending",1
"1977","curies","joliot",1
"1978","curious","book",1
"1979","curious","mixup",1
"1980","curious","public",1
"1981","current","appropriations",1
"1982","current","craze",1
"1983","current","hap",1
"1984","current","labor",1
"1985","current","legislation",1
"1986","current","obsession",1
"1987","current","optimism",1
"1988","current","program",1
"1989","current","purchasing",1
"1990","current","reversal",1
"1991","current","trend",1
"1992","cursory","scanning",1
"1993","cussion","relates",1
"1994","cut","american",1
"1995","cuts","engineered",1
"1996","cycle","official",1
"1997","czarist","russia",1
"1998","daily","appearances",1
"1999","daily","decisions",1
"2000","dairy","farm",1
"2001","damaged","views",1
"2002","dams","running",1
"2003","dan","throop",1
"2004","dan","tubbo",1
"2005","dangerous","rumor",1
"2006","danville","illinois",1
"2007","dark","days",1
"2008","dartmouth","college",1
"2009","das","kapital",1
"2010","date","practicable",1
"2011","david","eccles",1
"2012","day","conference",1
"2013","day","exhibition",1
"2014","day","oldtime",1
"2015","day","press",1
"2016","day","supply",1
"2017","days","collect",1
"2018","days","missouri",1
"2019","days","soothe",1
"2020","daytoday","basis",1
"2021","de","mands",1
"2022","de","stroy",1
"2023","dead","letter",1
"2024","deadening","hand",1
"2025","deadening","mediocrity",1
"2026","deadly","competition",1
"2027","deadly","enemies",1
"2028","deadly","opiate",1
"2029","deafening","noise",1
"2030","deal","adherent",1
"2031","deal","depart",1
"2032","deal","economists",1
"2033","deal","program",1
"2034","deal","reelected",1
"2035","deal","revealed",1
"2036","deal","solicitor",1
"2037","deal","won",1
"2038","dealer","consult",1
"2039","dealers","sinclairites",1
"2040","dealfair","deal",1
"2041","dean","acheson",1
"2042","dearest","friends",1
"2043","deathless","fourth",1
"2044","debate","bears",1
"2045","debate","invites",1
"2046","debates","reveal",1
"2047","debt","limit",1
"2048","debussy","painted",1
"2049","decade","thousands",1
"2050","decades","bryan",1
"2051","december","days",1
"2052","december","socialist",1
"2053","decent","surroundings",1
"2054","deciding","factor",1
"2055","decision","involved",1
"2056","decisions","presumed",1
"2057","decisive","factors",1
"2058","decisive","independ",1
"2059","decisive","minority",1
"2060","decisively","carried",1
"2061","declines","moved",1
"2062","decreases","tax",1
"2063","dedi","cated",1
"2064","deemed","im",1
"2065","deep","philosophical",1
"2066","deep","political",1
"2067","deep","public",1
"2068","deep","rity",1
"2069","deep","satisfaction",1
"2070","deep","understanding",1
"2071","deeply","concerned",1
"2072","deepseated","feeling",1
"2073","defeat","congressmen",1
"2074","defeat","earnestly",1
"2075","defeat","edmund",1
"2076","defeat","senator",1
"2077","defeated","republicans",1
"2078","defending","genuine",1
"2079","defense","production",1
"2080","defense","promote",1
"2081","defense","secretary",1
"2082","defense","wilson",1
"2083","deficit","cured",1
"2084","deficit","spending",1
"2085","definable","choice",1
"2086","defined","limits",1
"2087","defining","illegal",1
"2088","definite","division",1
"2089","definitive","interpretation",1
"2090","definitive","spokesman",1
"2091","degree","creates",1
"2092","delays","due",1
"2093","delegating","responsibility",1
"2094","delib","erately",1
"2095","deliberately","franchise",1
"2096","delinquent","behavior",1
"2097","delinquents","compared",1
"2098","delivered","certified",1
"2099","delivered","cost",1
"2100","demanding","millions",1
"2101","demanding","world",1
"2102","demands","american",1
"2103","demands","stars",1
"2104","demo","boss",1
"2105","democracy's","exponent",1
"2106","democrat","brannan",1
"2107","democrat","sen",1
"2108","democratic","action",1
"2109","democratic","candi",1
"2110","democratic","chairman",1
"2111","democratic","club",1
"2112","democratic","congress",1
"2113","democratic","counties",1
"2114","democratic","digest",1
"2115","democratic","families",1
"2116","democratic","federal",1
"2117","democratic","future",1
"2118","democratic","leaders",1
"2119","democratic","left",1
"2120","democratic","liberalism",1
"2121","democratic","national",1
"2122","democratic","organ",1
"2123","democratic","platform",1
"2124","democratic","presidential",1
"2125","democratic","regime",1
"2126","democratic","registration",1
"2127","democratic","repub",1
"2128","democratic","speakers",1
"2129","democratic","strength",1
"2130","democratic","ticket",1
"2131","democratic","vote",1
"2132","democraticunion","nore",1
"2133","democraticunion","tion",1
"2134","democrats","alike",1
"2135","democrats","cast",1
"2136","democrats","confirmed",1
"2137","democrats","march",1
"2138","democrats","opposed",1
"2139","democrats","supplied",1
"2140","democrats","warren",1
"2141","demoesatil","platform",1
"2142","dence","requirements",1
"2143","denied","indiscriminate",1
"2144","denis","kearney",1
"2145","denotes","complete",1
"2146","dent's","estimates",1
"2147","dental","knowland",1
"2148","dential","balance",1
"2149","dential","candidate",1
"2150","department","agency",1
"2151","department","announced",1
"2152","department","crusade",1
"2153","department","elite",1
"2154","department","estimates",1
"2155","department","explained",1
"2156","department","found",1
"2157","department","heads",1
"2158","department","participants",1
"2159","department","repeatedly",1
"2160","department","representatives",1
"2161","department","require",1
"2162","department","sponsored",1
"2163","department","threefold",1
"2164","department's","opposition",1
"2165","departments","surveyed",1
"2166","dependable","top",1
"2167","dependent","auditors",1
"2168","depreciation","provision",1
"2169","depresses","republicans",1
"2170","depression","reflection",1
"2171","deputy","assistant",1
"2172","deputy","defense",1
"2173","deputy","premier",1
"2174","der","linden",1
"2175","des","moines",1
"2176","descending","importance",1
"2177","deserve","credit",1
"2178","deserves","commendation",1
"2179","deserves","note",1
"2180","design","political",1
"2181","designated","entitlement",1
"2182","designated","spots",1
"2183","desperate","campaign",1
"2184","desperate","crises",1
"2185","desperate","crisis",1
"2186","desperate","guise",1
"2187","despicable","fraud",1
"2188","destroy","liberty",1
"2189","detachment","entered",1
"2190","detailed","informa",1
"2191","detailed","issues",1
"2192","detailed","study",1
"2193","deter","minism",1
"2194","determine","benefits",1
"2195","determines","interprets",1
"2196","determinism","wait",1
"2197","detour","horror",1
"2198","detours","skillful",1
"2199","detroit","rejected",1
"2200","devas","tation",1
"2201","devastating","report",1
"2202","developing","fast",1
"2203","developing","hydroelec",1
"2204","development","period",1
"2205","devoted","fair",1
"2206","devoted","followers",1
"2207","devotion","dewey",1
"2208","devoutly","hope",1
"2209","dewey","bite",1
"2210","dewey","budgets",1
"2211","dewey","clare",1
"2212","dewey","deserves",1
"2213","dewey","enjoys",1
"2214","dewey","van",1
"2215","dewey","wisely",1
"2216","dewey's","proposals",1
"2217","deweytruman","adventures",1
"2218","deweytruman","blows",1
"2219","dictatorships","american",1
"2220","die","surely",1
"2221","died","kennedy",1
"2222","dif","ference",1
"2223","dif","ferentiation",1
"2224","difference","selfishness",1
"2225","differs","fundamentally",1
"2226","diligently","inquire",1
"2227","dim","account",1
"2228","dim","understanding",1
"2229","dingy","inexpensive",1
"2230","direct","attempt",1
"2231","direct","authority",1
"2232","direct","contradiction",1
"2233","direct","fulfillment",1
"2234","direct","imprimatur",1
"2235","direct","primary",1
"2236","directing","local",1
"2237","direction","inquiries",1
"2238","directly","bearing",1
"2239","directly","related",1
"2240","director","dodge",1
"2241","directs","con",1
"2242","dirksen","served",1
"2243","dirksen's","capacity",1
"2244","dirksen's","organization",1
"2245","dis","agreeing",1
"2246","dis","franchises",1
"2247","dis","november",1
"2248","dis","regard",1
"2249","dis","tribution",1
"2250","dis","tricts",1
"2251","disability","confront",1
"2252","disabled","president",1
"2253","disaster","befell",1
"2254","discipline","teachers",1
"2255","discourage","hard",1
"2256","discourses","critical",1
"2257","discredited","appeals",1
"2258","discredited","regime",1
"2259","discriminating","intelligence",1
"2260","discuss","issues",1
"2261","disgraceful","exhibition",1
"2262","disintegrating","fragments",1
"2263","dismissed","questions",1
"2264","disorderly","thinking",1
"2265","dispassionate","review",1
"2266","displayed","responsible",1
"2267","disputed","bar",1
"2268","disraeli","secured",1
"2269","disraeli's","plea",1
"2270","dissent","coming",1
"2271","distin","guish",1
"2272","distinction","sets",1
"2273","distinguished","citizens",1
"2274","distinguished","lecturers",1
"2275","distinguished","professional",1
"2276","distinguished","professor",1
"2277","distinguished","scientist",1
"2278","distinguished","students",1
"2279","distinguished","visitor",1
"2280","distribute","raw",1
"2281","distributed","tickets",1
"2282","distributing","propaganda",1
"2283","district","fresno",1
"2284","district","leader",1
"2285","districts","republican",1
"2286","districts","switched",1
"2287","disturbing","recommendations",1
"2288","diversion","plan",1
"2289","dividend","relief",1
"2290","dividends","produces",1
"2291","divides","foreignaffairs",1
"2292","divine","guidance",1
"2293","division","box",1
"2294","doctors","farmers",1
"2295","doctors","lawyers",1
"2296","doctrinaire","fabians",1
"2297","doctrine","brought",1
"2298","dodge","corp",1
"2299","doityourself","boys",1
"2300","dollars","bought",1
"2301","domestic","affairs",1
"2302","domestic","concern",1
"2303","domestic","consumption",1
"2304","domestic","economy",1
"2305","domestic","police",1
"2306","domestic","policies",1
"2307","domestic","reform",1
"2308","domestic","sales",1
"2309","domestic","scuffle",1
"2310","domestic","tranquillity",1
"2311","dominant","democratic",1
"2312","dominant","force",1
"2313","dominate","descended",1
"2314","donald","nelson",1
"2315","double","standard",1
"2316","double","talk",1
"2317","double","taxation",1
"2318","doubt","created",1
"2319","doubt","due",1
"2320","doubt","moved",1
"2321","doubt","thousands",1
"2322","douglas","devoted",1
"2323","douglas","lehman",1
"2324","downey","stepped",1
"2325","downey's","withdrawal",1
"2326","downtoearth","practice",1
"2327","dozen","labor's",1
"2328","dozen","senatorial",1
"2329","dr","eleanor",1
"2330","dr","james",1
"2331","dr","jose",1
"2332","dr","killian",1
"2333","dr","s.m",1
"2334","dr","sheldon",1
"2335","drastic","budget",1
"2336","drastic","change",1
"2337","drastic","enforcement",1
"2338","drastic","house",1
"2339","drastic","readjustments",1
"2340","drastic","weakening",1
"2341","drastically","revise",1
"2342","drastically","weakened",1
"2343","draw","attention",1
"2344","draw","heavily",1
"2345","drawn","attention",1
"2346","draws","opposition",1
"2347","dream","recently",1
"2348","dreary","burden",1
"2349","dresden","kilowatts",1
"2350","dropped","slightly",1
"2351","dropping","functions",1
"2352","drug","products",1
"2353","dubious","double",1
"2354","ductive","promises",1
"2355","due","process",1
"2356","duly","capitalized",1
"2357","dumb","devils",1
"2358","dumb","reformers",1
"2359","duquesne","light",1
"2360","duties","imposts",1
"2361","duties","wiley",1
"2362","duty","personal",1
"2363","e.j","mccarthy",1
"2364","ea","ero",1
"2365","earl","desmond",1
"2366","earl","warren's",1
"2367","earlier","article",1
"2368","earlier","statement",1
"2369","earlier","suggestion",1
"2370","earlier","vote",1
"2371","earliest","date",1
"2372","earned","dollar",1
"2373","earned","surplus",1
"2374","earners","millions",1
"2375","earners","move",1
"2376","earnestly","desired",1
"2377","ears","close",1
"2378","earth","pushed",1
"2379","easily","controlled",1
"2380","easily","copy",1
"2381","easily","interpreted",1
"2382","easily","spell",1
"2383","easily","understandable",1
"2384","east","south",1
"2385","eastern","border",1
"2386","eastern","money",1
"2387","eastern","press",1
"2388","eastern","reporters",1
"2389","eastern","winter",1
"2390","eastman","kodak's",1
"2391","easy","access",1
"2392","easy","districts",1
"2393","easy","task",1
"2394","easy","victims",1
"2395","easy","victory",1
"2396","easygoing","endomorph",1
"2397","eccles","minister",1
"2398","eco","nomic",1
"2399","economic","advisers",1
"2400","economic","benefit",1
"2401","economic","cycle",1
"2402","economic","earthquake",1
"2403","economic","education",1
"2404","economic","enterprise",1
"2405","economic","excesses",1
"2406","economic","factor",1
"2407","economic","freedom",1
"2408","economic","future",1
"2409","economic","ideas",1
"2410","economic","illiterates",1
"2411","economic","illusions",1
"2412","economic","index",1
"2413","economic","interpretation",1
"2414","economic","justification",1
"2415","economic","liberty",1
"2416","economic","life",1
"2417","economic","miracle",1
"2418","economic","pattern",1
"2419","economic","policy",1
"2420","economic","precaution",1
"2421","economic","prophecies",1
"2422","economic","prophet",1
"2423","economic","prosperity",1
"2424","economic","recession",1
"2425","economic","road",1
"2426","economic","status",1
"2427","economic","theories",1
"2428","economic","wizards",1
"2429","economics","courses",1
"2430","economics","major",1
"2431","economics","popular",1
"2432","economics","teaching",1
"2433","economies","congress",1
"2434","economies","staggers",1
"2435","economists","hold",1
"2436","economists","offer",1
"2437","economy","congress",1
"2438","economyminded","democrats",1
"2439","economyminded","people",1
"2440","ective","registered",1
"2441","ects","billions",1
"2442","ed","flynn",1
"2443","edgar","hoover",1
"2444","edgar","pierce",1
"2445","editor","moley",1
"2446","editorial","personnel",1
"2447","editorial","policy",1
"2448","edmund","burke",1
"2449","education","association",1
"2450","education","boon",1
"2451","education","cope",1
"2452","education","moved",1
"2453","education","prevails",1
"2454","educational","novelties",1
"2455","educational","process",1
"2456","educators","rose",1
"2457","ee","popular",1
"2458","effective","intervention",1
"2459","effective","options",1
"2460","efficient","organization",1
"2461","efficient","party",1
"2462","efficient","system",1
"2463","efforts","brought",1
"2464","egghead","shadow",1
"2465","egregious","pretense",1
"2466","eighteen","expanded",1
"2467","eighteen","months",1
"2468","eisenhower","admin",1
"2469","eisenhower","benson",1
"2470","eisenhower","congress",1
"2471","eisenhower","depression",1
"2472","eisenhower","issues",1
"2473","eisenhower","majority",1
"2474","eisenhower","partnership",1
"2475","eisenhower","philosophy",1
"2476","eisenhower","program",1
"2477","eisenhower","proposal",1
"2478","eisenhower","proposals",1
"2479","eisenhower","received",1
"2480","eisenhower","roll",1
"2481","eisenhower","sentiment",1
"2482","eisenhower","situation",1
"2483","eisenhower's","candidacy",1
"2484","eisenhower's","popularity",1
"2485","eisenhower's","position",1
"2486","eisenhower's","pro",1
"2487","eisenhowerbenson","agricultural",1
"2488","elates","democrats",1
"2489","elbert","thomas",1
"2490","eld","erly",1
"2491","eleanor","glueck",1
"2492","elec","drawn",1
"2493","elect","congressmen",1
"2494","elect","secretary",1
"2495","elected","byrd",1
"2496","elected","representatives",1
"2497","elected","tammany",1
"2498","electing","spendthrifts",1
"2499","election","congress",1
"2500","election","kansas",1
"2501","election","offers",1
"2502","election","president",1
"2503","election","proved",1
"2504","election","results",1
"2505","elections","count",1
"2506","elections","hitherto",1
"2507","elections","teeth",1
"2508","electoral","lubricant",1
"2509","electorate","weary",1
"2510","electorate's","congress",1
"2511","electric","cooperative",1
"2512","electric","timer",1
"2513","electric","union",1
"2514","electrical","cooperatives",1
"2515","electrification","administration",1
"2516","elements","devoutly",1
"2517","elements","fundamentally",1
"2518","elevate","adlai",1
"2519","elevator","operator",1
"2520","elevator","starter",1
"2521","eleven","demanding",1
"2522","eleven","pass",1
"2523","eleventh","chapter",1
"2524","eleventh","district",1
"2525","eligible","individuals",1
"2526","elim","inating",1
"2527","eliminate","james",1
"2528","elite","dean",1
"2529","ellis","dream",1
"2530","ellis","proposed",1
"2531","elm","street",1
"2532","elmer","davis",1
"2533","eloquent","warnings",1
"2534","em","barrassment",1
"2535","emaabeneng","effect",1
"2536","embarrassing","revelations",1
"2537","embraced","mccarthyism",1
"2538","embraced","universality",1
"2539","emergency","call",1
"2540","emergency","legislation",1
"2541","eminent","clinical",1
"2542","emotional","capacity",1
"2543","empty","academic",1
"2544","empty","glory",1
"2545","empty","success",1
"2546","empyrean","flight",1
"2547","en","vironment",1
"2548","enact","righttowork",1
"2549","encouraging","companies",1
"2550","encyclical","statements",1
"2551","endangered","california",1
"2552","endeavor","government",1
"2553","endless","conflict",1
"2554","endless","giving",1
"2555","endomorph","respond",1
"2556","endorsed","a_",1
"2557","energy","double",1
"2558","enfeebled","selfreliance",1
"2559","enforce","desegregation",1
"2560","enforce","obedience",1
"2561","engineer","ing",1
"2562","engineering","ideas",1
"2563","engineering","personnel",1
"2564","engineers","campaign",1
"2565","engineers","corps",1
"2566","engineers","journalists",1
"2567","engineers","moved",1
"2568","engineers","represe",1
"2569","engineers","scientists",1
"2570","engineers","wage",1
"2571","england","scotland",1
"2572","english","exponent",1
"2573","engulf","millions",1
"2574","engulfed","cathedral",1
"2575","enormous","increase",1
"2576","enormous","pork",1
"2577","enormous","task",1
"2578","enrolled","commu",1
"2579","ent","liberty",1
"2580","ent","national",1
"2581","ent","noting",1
"2582","enterprise","association",1
"2583","enterprise","savings",1
"2584","enterprise","shared",1
"2585","enterprise","system",1
"2586","enterprise","told",1
"2587","entire","educational",1
"2588","entire","length",1
"2589","entire","normal",1
"2590","entire","senate",1
"2591","entitled","federal",1
"2592","environmental","influences",1
"2593","environmental","pressures",1
"2594","envisioned","homes",1
"2595","equal","futility",1
"2596","equal","shares",1
"2597","equal","slices",1
"2598","equally","loaded",1
"2599","equally","strongly",1
"2600","equivocally","committed",1
"2601","eral","irrigation",1
"2602","eral","legislation",1
"2603","eral","revenues",1
"2604","erly","people",1
"2605","ernest","mcfarland",1
"2606","ernment","departments",1
"2607","erroneously","call",1
"2608","ers","granted",1
"2609","erspective","registered",1
"2610","erts","ea",1
"2611","es","capes",1
"2612","es","lle",1
"2613","escape","taxes",1
"2614","essential","costs",1
"2615","essential","feeling",1
"2616","essential","judge",1
"2617","essential","strength",1
"2618","essential","votes",1
"2619","essential","wisdom",1
"2620","establish","ideological",1
"2621","establish","iron",1
"2622","establish","justice",1
"2623","established","attendance",1
"2624","established","church",1
"2625","established","industrial",1
"2626","established","taxation",1
"2627","establishmenta","threestand",1
"2628","estimable","gentleman",1
"2629","estimated","billion",1
"2630","estimated","total",1
"2631","eternal","pattern",1
"2632","eternal","task",1
"2633","eternally","accelerated",1
"2634","ethics","harvard",1
"2635","european","countries",1
"2636","evaluate","closely",1
"2637","evaluating","republican",1
"2638","eventually","cost",1
"2639","eventually","pay",1
"2640","everett","mckinley",1
"2641","evergrowing","appetite",1
"2642","everincreasing","experience",1
"2643","evi","dence",1
"2644","evidence","west",1
"2645","evoked","sacrifice",1
"2646","ewing","plan",1
"2647","exact","opposite",1
"2648","exact","types",1
"2649","exalted","court",1
"2650","examine","evidence",1
"2651","exceed","south",1
"2652","exceedingly","deflationary",1
"2653","excellence","surely",1
"2654","excellent","authorities",1
"2655","excellent","cargo",1
"2656","excellent","portrayal",1
"2657","excellent","weekly",1
"2658","excess","enrollment",1
"2659","excessprofits","levy",1
"2660","excessprofits","tax",1
"2661","exchequer","r.a",1
"2662","excise","paid",1
"2663","excise","taxes",1
"2664","exciting","prospect",1
"2665","excluding","permanent",1
"2666","executive","departments",1
"2667","executive","directs",1
"2668","executive","sales",1
"2669","executives","army",1
"2670","executives","constantly",1
"2671","exemp","ticns",1
"2672","exemptions","proposed",1
"2673","exercise","judgment",1
"2674","exert","influence",1
"2675","exhausted","benefits",1
"2676","exhibit","british",1
"2677","exhilarating","experience",1
"2678","exist","due",1
"2679","exist","leaders",1
"2680","exist","medical",1
"2681","existing","law",1
"2682","existing","prohibition",1
"2683","exists","wise",1
"2684","expanded","programs",1
"2685","expect","congress",1
"2686","expectations","british",1
"2687","expected","conclusions",1
"2688","expected","elbert",1
"2689","expenditures","comprise",1
"2690","expensive","administration",1
"2691","expensive","luxuries",1
"2692","expensive","mechanical",1
"2693","expensive","partner",1
"2694","expensive","pictures",1
"2695","expensive","projects",1
"2696","expensive","soil",1
"2697","experi","mental",1
"2698","experienced","financial",1
"2699","experienced","hand",1
"2700","experimental","equipment",1
"2701","experimental","models",1
"2702","experimental","results",1
"2703","experiments","carried",1
"2704","expert","experienced",1
"2705","expertly","trained",1
"2706","explaining","pr",1
"2707","explosives","field",1
"2708","expressed","public",1
"2709","expressed","views",1
"2710","extend","repayment",1
"2711","extended","extensions",1
"2712","extensive","reorganization",1
"2713","extraordinary","physical",1
"2714","extraordinary","powers",1
"2715","extreme","importance",1
"2716","extreme","temperatures",1
"2717","extremely","amusing",1
"2718","extremely","difficult",1
"2719","extremely","severe",1
"2720","extremists","coattail",1
"2721","eye","ailment",1
"2722","f.d.r","dissipated",1
"2723","f.d.r","vigorously",1
"2724","f.w","dodge",1
"2725","fabian","socialism",1
"2726","fabian","society",1
"2727","facetoface","heckling",1
"2728","facing","party",1
"2729","facing","trial",1
"2730","faculty","committee",1
"2731","fair","bill",1
"2732","fair","hearing",1
"2733","fair","play",1
"2734","fairest","statement",1
"2735","fairly","competent",1
"2736","fairly","conservative",1
"2737","fairly","evident",1
"2738","fairness","dewey",1
"2739","fairsize","towns",1
"2740","faith","sharply",1
"2741","faiths","quieting",1
"2742","faiths","spiritually",1
"2743","fall","delivered",1
"2744","fallacious","concentration",1
"2745","false","authority",1
"2746","false","elixir",1
"2747","faltering","hand",1
"2748","faltering","step",1
"2749","famec","september",1
"2750","familiar","analogy",1
"2751","families","earning",1
"2752","family","budget",1
"2753","famous","ancestor",1
"2754","famous","predecessor",1
"2755","famous","smith",1
"2756","famous","smithconnally",1
"2757","fanatical","devotion",1
"2758","fancyfree","rhetoric",1
"2759","fantastically","expensive",1
"2760","faraway","moscow",1
"2761","farflung","system",1
"2762","farley","continue",1
"2763","farm","expert",1
"2764","farm","labor",1
"2765","farm","policy",1
"2766","farm","ponds",1
