"","sentence","date","year","month","day","filename"
"355","and audited for accuracy. This analysis shows that after elim- inating from","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"356","the total roll calls in the two Congresses items which were merely","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"357","procedural and organizational and also others which were not in the President’s","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"358","program, there were 675 with which we are evaluating Republican concerned in","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"359","loyalty to the President. a On these, majority of Republicans in both","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"360","houses in both Congresses opposed the President in 10 per cent of","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"361","the cases. A majority of Democrats opposed the President in 47 per","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"362","cent of those cases. Office The analysis also shows that in all","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"363","Eisenhower issues in both houses, the Republicans supplied 59 per cent of","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"364","all votes cast for the program, and the Democrats 41 per cent","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"365","of those votes. — Putting it another way, the record shows that","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"366","the Democrats supplied 71 per cent of all opposition votes and the","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"367","Republicans only 29 per cent. There were 345 House and Senate roll","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"368","calls—or 51 per cent of the 675 Eisenhower roll calls—on which a","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"369","ma- jority of both parties were not united behind President Eisenhower's pro-","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"370","gram. These include the 10 per cent of the roll calls in","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"371","which a majority of Republicans were opposed to the President’s program. Yet","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"372","even after in- cluding those, the Republicans sup- plied 75 per cent","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"373","of all the favorable votes on those 345 roll calls, and the","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"374","Democrats only 25 per cent. Of the opposition votes, the Democrats sup-","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"375","plied 75 per cent, and the Republi- cans, 25 per cent. NATURE","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"376","OF ISSUES Moreover, in the detailed informa- tion offered in the study","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"377","concerning the nature of the issues in which some Democratic votes were","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"378","necessary to win for the President, a _ very considerable proportion involved","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"379","the - Eisenhower-Benson agricultural poli- cies and a conflicting farm program of","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"380","the Democrats. Others had to do with spending items in which the","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"381","President had the support of economy-minded Democrats. It comes with poor grace","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"382","for the candidate of a party dedi-— cated to overturning the Eisenhower-","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"383","Benson farm program and to more spending to claim credit for these.","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"384","An examination of those roll calls in which a majority of Republicans","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"385","supported and a majority of Demo- crats opposed the President shows that","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"386","the President won in 75 per cent of the cases in the","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"387","Republican 83rd Congress and in only 41 per cent of the cases","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"388","in the Democratic 84th Con- gress. That forcefully illustrates why the President","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"389","is asking for a Republi- can Congress. }/ aT This record of","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"390","loyalty is certainly ° bright in contrast with the troubled relations between","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"391","the President and his party in Congress in the second: Roosevelt term","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"392","and in 81st and’ 82nd: Congresses in Truman’s years. Newsweek, September .","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"393","10, 1956 “i","1956-09-10",1956,9,10,"Moley_newsweek_1956-09-10_48_11.txt"
"394","Perspective Registered U.S. Patent The Power to by Raymond Moley HAT canny","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"395","maestro, James A. along says that of all the is- sues with","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"396","which he hopes to elevate Adlai Stevenson to the White House, “big","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"397","business” is the most valuable. And so _ the Stevenson-Kefauver theme is","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"398","that the bigs are the deadly enemies of the smalls, driving some","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"399","into bankruptcy and devouring others by mergers. The Eisenhower Admin- istration, they","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"400","say, views that devas- tation with cold satisfaction. The Administration, says Adlai,","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"401","has “the corporate mind” and is pushing all of us into the","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"402","maw of “the concentrated power of finance and _ industry.” Kefauver is","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"403","even more virulent. litical Education. The negative role of attack rests with","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"404","the Stevenson-Kefauver team. The Finnegan-Butler plan leaves the job of capturing a","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"405","Democratic Congress to the AFL-CIO Committee on Po- No doubt, if COPE","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"406","achieves that, the Democratic organ- ization will permit the political arms of","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"407","unions to propose the program. It is clear that after this campaign,","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"408","in which “big business” has been the major issue, the proposals in","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"409","Congress will be designed to punish and de- stroy big business by","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"410","measures mainly in the field of taxation. For the New Deal long","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"411","ago established taxation as the chief means of achieving eco- nomic and","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"412","social reform. The so-called “liberals” in Congress, including that very large group","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"413","which has been and will be elected by: the multitudinous ‘REFORM’ workers","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"414","of COPE, will be determined to overhaul or repeal the Comprehensive Revenue","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"415","Act of 1954. The AFL-CIO Resolution on Economic Issues, adopted by the","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"416","first constitutional convention of the merged federations in December 1955, specified the","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"417","program for which COPE will drive. First priority in tax cuts, it","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"418","states, shall be given to reduction of excise taxes, an increase ir","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"419","the individual income-tax exemp- ticns from the present level of $600, and","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"420","a reduction of the 20 per cent rate for at least part","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"421","of the first $2,000_ of taxable income. In corporation taxes, the resolution","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"422","says, the present level of 52 per cent should be maintained for","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"423","at least an- other year. Then there should be Office Destroy In","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"424","addition, the AFL-CIO seems to favor the “progressive” corporation shift in the","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"425","normal and surtax rates to ease the burden on sma!l corporations. Next,","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"426","there should be a drive to close “loopholes” by repealing the small","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"427","1954 dividend relief, repealing the new depreciation provision of the 1954 act,","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"428","abolishing income-splitting by husband and wife, “tightening” the capital-gains tax by lengthening","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"429","the period of long-range gains and by in- creasing the rate considerably,","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"430","tight- ening the estate- and gift-tax structure, and repealing the tax-exempt status","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"431","of state and local bonds. principle in taxes. FALSE ANALOGY Congressman Patman","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"432","has a bill all ready to accomplish the latter objec- tive. It","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"433","would raise the surtax exemption from its present $25,000 to $100,000, and","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"434","after that graduate the rates up to 75 per cent. Patman sup-","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"435","ports his plan with a false analogy. He says that if there","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"436","is to be a graduated tax on individual incomes there should be","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"437","one on corporations. But our largest corporations are owned in consider- able","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"438","part by small stockholders, and some little companies are owned by very","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"439","rich people. Our five largest cor- porations have 3 million stockholders. Under","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"440","such a graduated corpora- tion tax there would be restriction of growth,","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"441","higher prices for products, and the breakup of large companies. The time","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"442","for business management to meet this sort of threat is here and","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"443","now. a a Management must take a lesson from COPE and provide","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"444","manpower in the precincts to help elect members of Congress who have","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"445","been unwilling to bow their heads to a single interest such as","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"446","COPE. Chief Justice Marshall, borrowing a sentence from Daniel Webster, said: “The","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"447","power to tax involves the power to destroy.” If under the leadership","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"448","of COPE, victorious in the coming elec- tion, the Congress sets to","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"449","work to make good on the reckless, irrespon- sible, vindictive attacks of","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"450","Stevenson- Kefauver, the smalls as well as the bigs may well be","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"451","destroyed. Higher costs, higher prices, paralysis of in- vestment and technological progress,","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"452","bankruptcy, more mergers, and fewer jobs may well be the harvest. —","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"453","Newsweek, October 22, 1956/","1956-10-22",1956,10,22,"Moley_newsweek_1956-10-22_48_17.txt"
"454","Perspective Registered U.S Patent While Time by Raymond T May be of","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"455","passing interest to I reader of this piece that since the issue","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"456","of April 2 I have made only passing reference or two in","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"457","these essays to Adlai Stevenson or his col- laborator, Estes Kefauver. At","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"458","that time, under the title “Fragile States- man,” it seemed that I","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"459","had written all that need be said. Among other things, there was","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"460","this sentence: “It was probably destined, when nature wove together the strands","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"461","that be- came the personality of Adlai Stevenson, that ‘at some disputed","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"462","bar- ricade’ his rendezvous would be not with glory but with bitter","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"463","frustration.” Perhaps that is where, on the eve of the election, we","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"464","should leave the subject. My neglect of the Democratic can- didate was","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"465","not merely because of feeling that he lacked what it took, but","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"466","also because there have been two parties of opposition in this cam-","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"467","paign—the Stevenson-Kefauver front and the vastly more concentrated and portentous drive of","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"468","an organized effort by the AFL-CIO Committee on Po- litical Education and","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"469","its egghead shadow, the ADA, to elect members of Congress. The nominal","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"470","party affili- ation of such members would Democratic, but their obligation would","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"471","be to COPE. As it seems now, the name Stevenson will fade","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"472","back among those shadows in which there lives his grandfather together with","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"473","James Middleton Cox and Alton Brooks Parker. If by chance he es-","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"474","capes their fate, his obligation will be due to strength borrowed from","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"475","local candidates with strong organiza- tions and coattails broad enough sustain the","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"476","burden of his inadequacy. DEMOCRATIC FUTURE There is more of Walter Reuther","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"477","in the future of the Democratic Party than of any of the","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"478","characters now re- garded as its official ornaments. For Reuther and his","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"479","associates have what none of them have—neither senators nor governors nor local","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"480","statesmen importance: A powerful organization limited by no state lines, with ten-","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"481","tacles over the nation, and flush with money and captive workers. In","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"482","eight articles in this space I have attempted to describe the potential","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"483","of COPE, its methods and objectives, Office Remains Moley a a a","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"484","be to ¥. and the extent to which it has in- fused","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"485","itself into the soft, pervious organism that is the Democratic Party in","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"486","the states. I have shown how in the 37 states outside the","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"487","South Demo- cratic senators have toed the COPE line to the extent","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"488","of 73 per cent, while members of the House have made an","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"489","80 per cent score. Even such allegedly independent figures as Kennedy of","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"490","Massachusetts and Pastore of Rhode Island deviated only to vote against 90","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"491","per cent parity, a matter of no importance to their constituents. The","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"492","circumstance that impends, who- ever wins the Presidency, is the ultimate transformation","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"493","of the Demo- cratic Party into a British-model So- cialist-labor party. In","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"494","short, what happened to the Liberal: Party in Britain 30 years ago","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"495","is the fate that almost certainly lies in the future of the","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"496","party of Jefferson and Wilson. DISFRANCHISED There will be plenty of time","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"497","after the election to discuss the necessity of reconstructing the Republican Party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"498","to provide a genuine alterna- tive to this new party. My concern","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"499","here, with only a few days before election, is to underline the","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"500","extreme importance, despite the deadly opiate of confidence, of getting out the","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"501","vote for conservative candidates for the House and Senate and for the","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"502","State Legislatures. For every vote cast for them is not only another","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"503","vote for the national ticket but an assist for candi- dates who","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"504","are fighting an uneven contest with little organized support on their side.","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"505","It is true that millions of potential voters are not registered and","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"506","cannot vote at the election. But the figures for 1952 show that","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"507","14,680,000 regis- of tered voters failed to cast a ballot on Election","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"508","Day. In some states the ab- senteeism was appalling. In California there","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"509","were 856,000; in Illinois, 822,000; in Missouri, 607,000; in New York, 695,000;","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"510","in Ohio, 1,299,000; in Texas, 261,000; in Wisconsin, 592,000. This year these","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"511","numbers will be larger. They can easily spell the dif- ference between","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"512","victory and defeut for dozens of candidates. There is stil! time to","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"513","see that these millions of Americans do not deliberately franchise themselves. dis-","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"514","— Newsweek, November 5, 1956","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"515","Perspective U.S. Patent Registered Ike’s Fateful by Raymond Moley HORTLY after the","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"516","election, the AP quoted some anonymous bureau- crat to the effect that","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"517","at “The Vice Presidential and Cabinet” level there would now be “a","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"518","long, hard look” at the Administration’s power policies. This has been interpreted","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"519","to mean that because of the defeat of Re- publican candidates for","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"520","the Senate in Oregon, Washington, and Idaho the Administration may scuttle its","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"521","partnership policy and favor heavy spending for Federal projects in those states.","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"522","Interior Secretary Seaton has since asserted that there is no reason “to","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"523","inflict the whole burden of financ- ing those projects on the Federal","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"524","government whenever and wherever non-Federal interests are willing to assume a share.”","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"525","This will be a major test for a Presi- dent whose popular","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"526","majority should provide an unparalleled opportunity to protect the Treasury and the","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"527","tax- payers of all states from minority pres- sures. The ultimate decision","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"528","of the President will be a measure of the depth of his","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"529","convictions, the strength of his will to resist pressures from even his","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"530","close associates, and his in- terest in relieving the pressure of tax-","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"531","ation on all Americans—East, South, There is plenty of evidence that the","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"532","people of the Northwest are not opposed EVIDENCE West, and North. Two","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"533","questions arise: Did the voters in the three states concerned really oppose","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"534","the partner- ship policy? Whether they did or did not, is it","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"535","fair and just to compel all taxpayers to meet the demands of","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"536","three states for expenditures which private investors are willing to assume? to","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"537","private investors sharing the burden of developing hydroelec- tric power in the","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"538","Columbia Basin. While Senator Neuberger was being elected in Oregon in 1954,","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"539","the voters of three Oregon counties voted against the establishment of public-utility","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"540","dis- tricts. Not a single referendum in any county in Oregon since","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"541","1940 has voted for public power. During the recent campaign a poll","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"542","taken in Washington indicated a 3-to-1 preference for partnership. In another survey,","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"543","in the state of Oregon, power voters only fifth among listed public","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"544","six issues. Office Choice tion Day. In Montana, however, a most vociferous","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"545","public-power advo- cate was defeated for governor. OF NATIONAL INTEREST But the","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"546","case for local and private participation in further hydroelectric projects in the","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"547","Northwest should not rest merely upon the preferences of the states immediately","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"548","concerned. There is no valid reason in morals or national policy why","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"549","the 40-odd other states of the union should be taxed for the","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"550","Northwest when there is avail- able plenty of private investors’ capital to","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"551","bear a share. Industry will be the lure of subsidized Federal power.","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"552","Vast sums have already been spent by the Federal government in the","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"553","Columbia Basin. Approximately 40 per cent of the money spent by Congress","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"554","for hydroelectric projects in the past ten years has gone to the","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"555","Northwest. It has averaged $150 million a year. Twice that amount annually","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"556","will be needed to provide an adequate sup- ply of power in","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"557","that region. It is simply not possible to expect Congress to grant","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"558","any such sums to a few states, because indoctrinated, and mobilized on","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"559","Elec- drawn from the East and Midwest by What has really happened","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"560","has been the penetration and invigoration of the Democratic Party in both","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"561","Oregon and Washington by the political ma- chines of labor unions. There","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"562","was also the introduction into the Idaho cam- paign of Eastern money","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"563","to defeat Senator Welker. In Oregon there were large sums of labor-union","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"564","money plus workers from outside the state to re-elect Morse. In Washington","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"565","the thousands of workers in and around Hanford and in Seattle and","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
