"","word1","word2","date","year","month","day","filename"
"696","stevenson","kefauver","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"697","kefauver","front","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"698","portentous","drive","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"699","organized","effort","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"700","afl","cio","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"701","cio","committee","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"702","political","education","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"703","egghead","shadow","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"704","party","affiliation","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"705","james","middleton","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"706","middleton","cox","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"707","alton","brooks","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"708","brooks","parker","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"709","strength","borrowed","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"710","local","candidates","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"711","strong","organizations","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"712","coattails","broad","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"713","inadequacy","democratic","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"714","democratic","future","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"715","walter","reuther","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"716","democratic","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"717","official","ornaments","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"718","statesmen","importance","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"719","powerful","organization","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"720","organization","limited","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"721","captive","workers","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"722","objectives","office","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"723","office","remains","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"724","remains","moley","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"725","soft","pervious","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"726","pervious","organism","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"727","democratic","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"728","south","democratic","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"729","democratic","senators","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"730","cope","line","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"731","cent","score","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"732","allegedly","independent","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"733","independent","figures","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"734","rhode","island","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"735","island","deviated","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"736","cent","parity","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"737","ultimate","transformation","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"738","democratic","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"739","british","model","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"740","model","socialist","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"741","socialist","labor","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"742","labor","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"743","liberal","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"744","wilson","disfranchised","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"745","republican","party","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"746","genuine","alternative","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"747","extreme","importance","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"748","deadly","opiate","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"749","conservative","candidates","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"750","vote","cast","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"751","national","ticket","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"752","uneven","contest","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"753","organized","support","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"754","potential","voters","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"755","regisof","tered","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"756","tered","voters","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"757","voters","failed","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"758","easily","spell","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"759","stil","time","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"760","deliberately","franchise","1956-11-05",1956,11,5,"Moley_newsweek_1956-11-05_48_19.txt"
"761","patent","registered","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"762","registered","ike’s","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"763","ike’s","fateful","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"764","moley","hortly","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"765","ap","quoted","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"766","anonymous","bureaucrat","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"767","vice","presidential","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"768","cabinet","level","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"769","administration’s","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"770","power","policies","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"771","republican","candidates","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"772","oregon","washington","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"773","partnership","policy","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"774","favor","heavy","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"775","heavy","spending","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"776","federal","projects","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"777","interior","secretary","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"778","secretary","seaton","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"779","major","test","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"780","unparalleled","opportunity","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"781","minority","pressures","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"782","ultimate","decision","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"783","resist","pressures","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"784","close","associates","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"785","americans","east","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"786","east","south","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"787","opposed","evidence","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"788","evidence","west","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"789","questions","arise","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"790","partnership","policy","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"791","private","investors","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"792","private","investors","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"793","investors","sharing","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"794","developing","hydroelectric","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"795","hydroelectric","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"796","columbia","basin","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"797","senator","neuberger","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"798","oregon","counties","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"799","counties","voted","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"800","public","utility","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"801","single","referendum","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"802","public","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"803","recent","campaign","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"804","oregon","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"805","power","voters","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"806","listed","public","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"807","issues","office","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"808","office","choice","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"809","choice","tion","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"810","tion","day","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"811","public","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"812","power","advocate","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"813","private","participation","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"814","hydroelectric","projects","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"815","valid","reason","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"816","national","policy","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"817","private","investors","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"818","investors","capital","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"819","share","industry","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"820","subsidized","federal","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"821","federal","power","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"822","vast","sums","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"823","federal","government","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"824","columbia","basin","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"825","basin","approximately","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"826","money","spent","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"827","hydroelectric","projects","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"828","past","ten","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"829","averaged","million","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"830","amount","annually","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"831","adequate","supply","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"832","expect","congress","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"833","democratic","party","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"834","political","machines","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"835","labor","unions","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"836","idaho","campaign","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"837","eastern","money","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"838","defeat","senator","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"839","senator","welker","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"840","labor","union","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"841","elect","morse","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"842","organized","politically","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"843","politically","oregon","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"844","oregon","washington","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"845","idaho","combined","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"846","combined","pay","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"847","federal","income","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"848","income","taxes","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"849","nation’s","taxpayers","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"850","taxpayers","gains","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"851","gains","additional","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"852","additional","strength","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"853","grand","coulee","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"854","adequate","money","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"855","private","investors","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"856","eisenhower","partnership","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"857","vision","december","1956-12-10",1956,12,10,"Moley_newsweek_1956-12-10_48_24.txt"
"858","registered","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"859","usefully","employing","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"860","neighbor’s","chickens","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"861","wife","suggested","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"862","john","pollsum","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"863","goofy","research","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"864","research","institute","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"865","presidential","opinion","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"866","opinion","poll","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"867","henry","nodded","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"868","head","reflectively","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"869","reflectively","pollsum","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"870","pollsum","whipped","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"871","commit","pollsum","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"872","pollsum","card","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"873","card","preferences","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"874","nixon","ning","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"875","henry","entered","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"876","western","moral","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"877","economic","status","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"878","social","class","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"879","class","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"880","henry","didn’t","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"881","didn’t","understand","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"882","book","pollsum","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"883","affiliation","democratic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"884","democratic","republican","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"885","independent","party","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"886","party","who’s","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"887","time","voted","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"888","voted","democratic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"889","fellow","named","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"890","named","london","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"891","lincoln","tl","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"892","ent","noting","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"893","office","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"894","henry","looked","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"895","looked","worried","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"896","independent","tion","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"897","social","unsound","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"898","cal","writers","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"899","promises","democratic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"900","democratic","union","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"901","union","tion","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"902","tion","ers","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"903","ers","granted","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"904","henry","lose","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"905","lose","democratic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"906","democratic","union","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"907","union","nore","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"908","nore","hopelessly","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"909","hopelessly","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"910","future","cp","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"911","aeial","u.s","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"912","office","polled","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"913","polled","moley","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"914","moley","banks","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"915","handed","henry","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"916","reading","aloud","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"917","aloud","kennedy","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"918","kennedy","nixon","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"919","nixon","humphrey","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"920","humphrey","nixon","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"921","nixon","symington","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"922","fellows","runagainst","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"923","unfair","noted","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"924","independent","book","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"925","book","don’t","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"926","street","looked","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"927","watch","slowly","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"928","story","isn’t","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"929","smarter","henrys","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"930","intellectual","convic","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"931","independent","government","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"932","savings","insurance","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"933","pay","hundreds","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"934","hundreds","taxes","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"935","buy","pay","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"936","ar","ce","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"937","strong","pollsters","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"938","professional","polititell","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"939","polititell","republican","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"940","republican","candidates","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"941","vote","identify","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"942","identify","republicanism","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"943","liberal","labor","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"944","labor","ada","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"945","ada","coalithus","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"946","othtaking","loyal","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"947","loyal","party","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"948","happy","ns","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"949","erts","ea","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"950","ea","ero","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"951","es","lle","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"952","lle","ppicinn","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"953","ppicinn","ae","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"954","abstention","republican","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"955","republican","workers","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"956","workers","call","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"957","profligate","government","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"958","labor","workers","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"959","workers","ighim","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"960","holds","key","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"961","creative","conservative","1960-05-09",1960,5,9,"Moley_newsweek_1960-05-09_55_19.txt"
"962","registered","determinism’s","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"963","national","aeronautics","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"964","space","administration","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"965","wonderful","instruments","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"966","history","politics","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"967","natural","forces","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"968","material","world","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"969","inherited","instincts","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"970","environmental","influences","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"971","personal","responsibility","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"972","economic","interpretation","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"973","american","revolution","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"974","sought","protection","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"975","mere","congregations","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"976","ancient","concept","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"977","rejected","justice","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"978","judge","believed","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"979","man’s","environment","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"980","culprit","destiny","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"981","crowning","mischief","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
"982","specific","material","1960-06-06",1960,6,6,"Moley_newsweek_1960-06-06_55_23.txt"
